TrialID;SensorType;ActivityType;Distance_m;GroundTruth;Sensor_output;StartTime;EndTime;Sensor_Time;Date
160;PIR;Dog_walking;3,00;0;0;15:43:58;15:44:23;NA;05-03-2026
160;mmWave;Dog_walking;3,00;0;0;15:43:58;15:44:23;NA;05-03-2026
161;PIR;Machine;3,00;1;0;08:25:15;08:25:30;NA;11-03-2026
161;mmWave;Machine;3,00;1;0;08:25:15;08:25:30;NA;11-03-2026
162;PIR;Machine;3,00;1;0;08:46:45;08:47:00;NA;11-03-2026
162;mmWave;Machine;3,00;1;0;08:46:45;08:47:00;NA;11-03-2026
163;PIR;Machine;3,00;1;0;08:49:30;08:49:45;NA;11-03-2026
163;mmWave;Machine;3,00;1;0;08:49:30;08:49:45;NA;11-03-2026
164;PIR;Machine;3,00;1;0;08:54:00;08:54:15;NA;11-03-2026
164;mmWave;Machine;3,00;1;0;08:54:00;08:54:15;NA;11-03-2026
165;PIR;Machine;3,00;1;0;09:00:40;09:00:55;NA;11-03-2026
165;mmWave;Machine;3,00;1;0;09:00:40;09:00:55;NA;11-03-2026
166;PIR;Machine;3,00;1;0;09:04:00;09:04:15;NA;11-03-2026
166;mmWave;Machine;3,00;1;0;09:04:00;09:04:15;NA;11-03-2026
167;PIR;Machine;3,00;1;0;09:06:15;09:06:30;NA;11-03-2026
167;mmWave;Machine;3,00;1;1;09:06:15;09:06:30;09:06:33;11-03-2026
168;PIR;Machine;3,00;1;0;09:10:40;09:10:55;NA;11-03-2026
168;mmWave;Machine;3,00;1;0;09:10:40;09:10:55;NA;11-03-2026
169;PIR;Machine;3,00;1;0;09:16:30;09:16:45;NA;11-03-2026
169;mmWave;Machine;3,00;1;0;09:16:30;09:16:45;NA;11-03-2026
170;PIR;Machine;3,00;1;0;09:22:30;09:22:45;NA;11-03-2026
170;mmWave;Machine;3,00;1;0;09:22:30;09:22:45;NA;11-03-2026
171;PIR;Machine;3,00;0;0;08:24:30;08:24:45;NA;11-03-2026
171;mmWave;Machine;3,00;0;0;08:24:30;08:24:45;NA;11-03-2026
172;PIR;Machine;3,00;0;0;08:45:20;08:45:35;NA;11-03-2026
172;mmWave;Machine;3,00;0;0;08:45:20;08:45:35;NA;11-03-2026
173;PIR;Machine;3,00;0;0;08:48:30;08:48:45;NA;11-03-2026
173;mmWave;Machine;3,00;0;0;08:48:30;08:48:45;NA;11-03-2026
174;PIR;Machine;3,00;0;0;08:51:30;08:51:45;NA;11-03-2026
174;mmWave;Machine;3,00;0;0;08:51:30;08:51:45;NA;11-03-2026
175;PIR;Machine;3,00;0;0;09:00:00;09:00:15;NA;11-03-2026
175;mmWave;Machine;3,00;0;0;09:00:00;09:00:15;NA;11-03-2026
176;PIR;Machine;3,00;0;0;09:03:15;09:03:30;NA;11-03-2026
176;mmWave;Machine;3,00;0;0;09:03:15;09:03:30;NA;11-03-2026
177;PIR;Machine;3,00;0;0;09:04:30;09:04:45;NA;11-03-2026
177;mmWave;Machine;3,00;0;0;09:04:30;09:04:45;NA;11-03-2026
178;PIR;Machine;3,00;0;0;09:08:35;09:08:50;NA;11-03-2026
178;mmWave;Machine;3,00;0;0;09:08:35;09:08:50;NA;11-03-2026
179;PIR;Machine;3,00;0;0;09:14:45;09:15:00;NA;11-03-2026
179;mmWave;Machine;3,00;0;0;09:14:45;09:15:00;NA;11-03-2026
180;PIR;Machine;3,00;0;0;09:21:45;09:22:00;NA;11-03-2026
180;mmWave;Machine;3,00;0;0;09:21:45;09:22:00;NA;11-03-2026
